Municipio,Numero_Focos,lat,lon,IMRI,Classificação_IMRI,Bioma_Mais_Afetado,Mes_Mais_Afetado,Focos 2015,Focos 2016,Focos 2017,Focos 2018,Focos 2019,Focos 2020,Focos 2021,Focos 2022,Focos 2023,Focos 2024,Focos 2025
DIVINO DAS LARANJEIRAS,27,-18.73650481481481,-41.51210518518519,2.45,Baixo,Mata Atlântica,Out,2.0,0.0,3.0,4.0,3.0,0.0,1.0,3.0,2.0,9.0,0.0
AGUANIL,27,-20.95681296296296,-45.443617777777774,2.45,Baixo,Cerrado,Set,1.0,0.0,7.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,7.0
QUELUZITO,27,-20.73074777777778,-43.87189148148149,2.45,Baixo,Mata Atlântica,Set,0.0,2.0,3.0,0.0,6.0,2.0,1.0,6.0,0.0,3.0,4.0
RAPOSOS,27,-19.98599148148148,-43.77630518518519,2.45,Baixo,Mata Atlântica,Set,1.0,0.0,1.0,0.0,3.0,1.0,7.0,5.0,1.0,4.0,4.0
BOTELHOS,27,-21.63209814814815,-46.43412592592592,2.45,Baixo,Mata Atlântica,Set,0.0,5.0,5.0,0.0,1.0,1.0,5.0,2.0,5.0,0.0,3.0
ALPERCATA,27,-18.975324444444443,-41.9749925925926,2.45,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,0.0,10.0,2.0,3.0,5.0,0.0,3.0,4.0
FORTALEZA DE MINAS,27,-20.875301481481483,-46.78476296296296,2.45,Baixo,Mata Atlântica,Set,0.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,3.0,9.0,1.0
SARZEDO,26,-20.053596538461537,-44.13233884615385,2.36,Baixo,Mata Atlântica,Set,1.0,2.0,7.0,0.0,4.0,3.0,1.0,1.0,0.0,6.0,1.0
TOCANTINS,26,-21.179447307692307,-43.02934923076923,2.36,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,3.0,7.0,4.0
SILVIANÓPOLIS,26,-22.00947153846154,-45.778571923076925,2.36,Baixo,Mata Atlântica,Ago,0.0,0.0,3.0,0.0,4.0,5.0,3.0,3.0,0.0,5.0,3.0
PALMA,26,-21.46235423076923,-42.33589346153846,2.36,Baixo,Mata Atlântica,Ago,0.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,2.0,11.0,0.0
PERIQUITO,26,-19.076360384615384,-42.22978307692308,2.36,Baixo,Mata Atlântica,Jul,1.0,0.0,2.0,0.0,5.0,0.0,5.0,6.0,0.0,6.0,1.0
NOVA ERA,26,-19.74603461538461,-43.01461807692307,2.36,Baixo,Mata Atlântica,Set,4.0,0.0,1.0,1.0,7.0,1.0,5.0,2.0,1.0,0.0,4.0
LUISBURGO,26,-20.447432307692303,-42.06085076923077,2.36,Baixo,Mata Atlântica,Set,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,5.0,9.0,3.0
TOMBOS,26,-20.87868807692308,-42.04584769230769,2.36,Baixo,Mata Atlântica,Ago,0.0,2.0,5.0,0.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0
IBIRACATU,26,-15.691672692307693,-44.13434653846154,2.36,Baixo,Cerrado,Set,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,0.0,4.0,2.0
RUBIM,26,-16.467608076923078,-40.52544538461538,2.36,Baixo,Mata Atlântica,Set,7.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,4.0
JOSÉ GONÇALVES DE MINAS,26,-16.893865,-42.66525769230769,2.36,Baixo,Cerrado,Out,0.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,5.0,4.0,5.0
MUZAMBINHO,25,-21.3722776,-46.5613376,2.27,Baixo,Mata Atlântica,Set,0.0,0.0,2.0,2.0,1.0,3.0,8.0,6.0,1.0,1.0,1.0
DIOGO DE VASCONCELOS,25,-20.4812424,-43.1742348,2.27,Baixo,Mata Atlântica,Set,0.0,2.0,7.0,0.0,0.0,5.0,2.0,0.0,0.0,8.0,1.0
ALTEROSA,25,-21.2307376,-46.1130084,2.27,Baixo,Mata Atlântica,Set,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,5.0,8.0
BIQUINHAS,25,-18.724512,-45.527356,2.27,Baixo,Cerrado,Out,0.0,6.0,5.0,0.0,0.0,0.0,6.0,3.0,0.0,5.0,0.0
PIRAÚBA,24,-21.276082916666667,-43.02256583333334,2.18,Baixo,Mata Atlântica,Jul,0.0,5.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,6.0,3.0
MATIAS BARBOSA,24,-21.878426666666662,-43.32486666666667,2.18,Baixo,Mata Atlântica,Set,0.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,2.0,4.0,3.0
LUISLÂNDIA,24,-16.174829583333334,-44.58126083333334,2.18,Baixo,Cerrado,Out,9.0,0.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0
EUGENÓPOLIS,24,-21.001660416666667,-42.23142958333333,2.18,Baixo,Mata Atlântica,Set,0.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,4.0,5.0
GONZAGA,24,-18.8719975,-42.50675041666667,2.18,Baixo,Mata Atlântica,Set,6.0,2.0,1.0,2.0,4.0,0.0,6.0,1.0,1.0,0.0,1.0
SÃO JOÃO DO ORIENTE,24,-19.340657083333333,-42.171173333333336,2.18,Baixo,Mata Atlântica,Out,2.0,0.0,3.0,0.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0
CORDISLÂNDIA,24,-21.77821916666667,-45.67646249999999,2.18,Baixo,Mata Atlântica,Ago,0.0,5.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,5.0,1.0
IPANEMA,23,-19.844307391304348,-41.749034782608696,2.09,Baixo,Mata Atlântica,Out,4.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,4.0
IPABA,23,-19.429901304347823,-42.3780352173913,2.09,Baixo,Mata Atlântica,Out,7.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,3.0,0.0
RECREIO,23,-21.549126086956523,-42.436190869565216,2.09,Baixo,Mata Atlântica,Set,1.0,1.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,4.0,0.0
GUARACIAMA,23,-17.110808260869565,-43.64792086956522,2.09,Baixo,Cerrado,Set,4.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,5.0,1.0
CHALÉ,23,-20.03464652173913,-41.66366565217391,2.09,Baixo,Mata Atlântica,Set,5.0,2.0,0.0,2.0,8.0,0.0,1.0,0.0,1.0,3.0,1.0
CATAGUASES,23,-21.34525217391305,-42.685994782608695,2.09,Baixo,Mata Atlântica,Ago,0.0,7.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,0.0
ENGENHEIRO NAVARRO,23,-17.301070869565216,-43.957900869565215,2.09,Baixo,Cerrado,Out,5.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,4.0
CORONEL XAVIER CHAVES,23,-21.03431391304348,-44.185098260869566,2.09,Baixo,Mata Atlântica,Set,1.0,1.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,5.0,1.0
PIRAPETINGA,23,-21.68876869565217,-42.34990434782609,2.09,Baixo,Mata Atlântica,Set,0.0,3.0,3.0,0.0,2.0,2.0,1.0,5.0,2.0,5.0,0.0
ORIZÂNIA,23,-20.52807,-42.21631086956522,2.09,Baixo,Mata Atlântica,Set,0.0,1.0,5.0,0.0,1.0,0.0,1.0,4.0,2.0,6.0,3.0
CUPARAQUE,23,-18.976852173913045,-41.11764434782609,2.09,Baixo,Mata Atlântica,Set,4.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,5.0,4.0,2.0
CARMÓPOLIS DE MINAS,23,-20.54726608695652,-44.63189130434783,2.09,Baixo,Mata Atlântica,Set,0.0,2.0,1.0,0.0,3.0,2.0,3.0,5.0,2.0,4.0,1.0
SÃO JOSÉ DO GOIABAL,23,-19.921824347826085,-42.64144695652174,2.09,Baixo,Mata Atlântica,Set,1.0,1.0,3.0,2.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0
SÃO SEBASTIÃO DO RIO PRETO,23,-19.29956086956522,-43.20792913043479,2.09,Baixo,Mata Atlântica,Set,1.0,1.0,6.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0,2.0
NOVA RESENDE,23,-21.097752608695654,-46.4236352173913,2.09,Baixo,Mata Atlântica,Set,1.0,2.0,5.0,2.0,2.0,0.0,1.0,5.0,1.0,1.0,3.0
CATUTI,22,-15.33870909090909,-43.11654818181818,2.0,Baixo,Caatinga,Set,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,1.0,6.0
CLARAVAL,22,-20.32594590909091,-47.22777454545455,2.0,Baixo,Cerrado,Set,0.0,0.0,10.0,0.0,0.0,3.0,5.0,0.0,2.0,2.0,0.0
SOBRÁLIA,22,-19.233428181818184,-42.14562454545455,2.0,Baixo,Mata Atlântica,Out,0.0,0.0,0.0,0.0,9.0,7.0,0.0,2.0,0.0,2.0,2.0
PEDRA DO ANTA,22,-20.61114681818182,-42.73910727272728,2.0,Baixo,Mata Atlântica,Set,2.0,1.0,2.0,0.0,6.0,3.0,1.0,0.0,2.0,5.0,0.0
CONCEIÇÃO DE IPANEMA,22,-19.92610045454545,-41.689206818181816,2.0,Baixo,Mata Atlântica,Set,3.0,0.0,0.0,0.0,5.0,2.0,5.0,1.0,0.0,4.0,2.0
PINGO D'ÁGUA,22,-19.748107272727275,-42.40339590909091,2.0,Baixo,Mata Atlântica,Out,0.0,0.0,4.0,0.0,7.0,0.0,3.0,0.0,2.0,6.0,0.0
FELISBURGO,22,-16.643561363636362,-40.75844045454546,2.0,Baixo,Mata Atlântica,Set,9.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0
VOLTA GRANDE,22,-21.78544772727273,-42.52065590909091,2.0,Baixo,Mata Atlântica,Out,0.0,2.0,2.0,2.0,3.0,1.0,6.0,1.0,0.0,5.0,0.0
CANTAGALO,22,-18.55480590909091,-42.65304090909091,2.0,Baixo,Mata Atlântica,Out,0.0,0.0,7.0,0.0,4.0,2.0,5.0,2.0,0.0,2.0,0.0
VARJÃO DE MINAS,22,-18.44957409090909,-45.96672136363637,2.0,Baixo,Cerrado,Set,0.0,2.0,4.0,0.0,7.0,1.0,0.0,5.0,0.0,1.0,2.0
SÃO JOSÉ DO DIVINO,22,-18.44529681818182,-41.38408272727273,2.0,Baixo,Mata Atlântica,Set,4.0,0.0,0.0,1.0,3.0,1.0,5.0,4.0,2.0,2.0,0.0
SANTA RITA DO ITUETO,22,-19.444107727272726,-41.38646727272727,2.0,Baixo,Mata Atlântica,Out,0.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,6.0,6.0
TIRADENTES,22,-21.13071409090909,-44.13739909090909,2.0,Baixo,Mata Atlântica,Set,1.0,4.0,3.0,0.0,0.0,3.0,1.0,1.0,3.0,5.0,1.0
HELIODORA,22,-22.037518181818182,-45.55870954545455,2.0,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,5.0,2.0,6.0
BIAS FORTES,22,-21.59365363636364,-43.756471363636365,2.0,Baixo,Mata Atlântica,Mai,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,9.0,4.0,1.0
SÃO JOÃO DO MANTENINHA,21,-18.743517142857144,-41.18636285714286,1.91,Baixo,Mata Atlântica,Set,1.0,0.0,0.0,0.0,1.0,1.0,12.0,1.0,2.0,1.0,2.0
POÇO FUNDO,21,-21.83313,-46.02075285714285,1.91,Baixo,Mata Atlântica,Set,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0
ALFREDO VASCONCELOS,21,-21.132979047619045,-43.73701523809524,1.91,Baixo,Mata Atlântica,Set,0.0,2.0,7.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,2.0
NOVA BELÉM,21,-18.49395857142857,-41.121139047619046,1.91,Baixo,Mata Atlântica,Out,8.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0
MARILAC,21,-18.482231904761903,-42.06988047619048,1.91,Baixo,Mata Atlântica,Out,5.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0
MÁRIO CAMPOS,21,-20.07582047619048,-44.17603714285714,1.91,Baixo,Mata Atlântica,Set,0.0,1.0,8.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0
NOVA UNIÃO,21,-19.591722380952383,-43.57567714285714,1.91,Baixo,Cerrado,Set,0.0,1.0,0.0,0.0,4.0,5.0,2.0,1.0,1.0,7.0,0.0
AREADO,21,-21.32923523809524,-46.17234380952381,1.91,Baixo,Mata Atlântica,Ago,3.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,8.0,0.0
CRISTIANO OTONI,21,-20.82829333333333,-43.817322857142855,1.91,Baixo,Mata Atlântica,Set,0.0,2.0,4.0,0.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0
ARAPUÁ,21,-19.05074380952381,-46.12642238095238,1.91,Baixo,Cerrado,Ago,2.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,3.0,5.0
MIRADOURO,20,-20.8696685,-42.3705675,1.82,Baixo,Mata Atlântica,Set,2.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,7.0,2.0
LEME DO PRADO,20,-17.0868365,-42.755888,1.82,Baixo,Cerrado,Out,0.0,6.0,6.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
JACUÍ,20,-21.035681,-46.760695,1.82,Baixo,Mata Atlântica,Set,3.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,1.0,4.0,1.0
PIRANGUINHO,20,-22.349365,-45.5955335,1.82,Baixo,Mata Atlântica,Ago,0.0,1.0,0.0,1.0,2.0,4.0,7.0,1.0,2.0,0.0,2.0
MATUTINA,20,-19.1946605,-45.9764595,1.82,Baixo,Cerrado,Out,4.0,1.0,4.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0
SANTA BÁRBARA DO LESTE,20,-19.9473795,-42.1259815,1.82,Baixo,Mata Atlântica,Set,1.0,1.0,0.0,0.0,1.0,4.0,4.0,3.0,0.0,2.0,4.0
MUNHOZ,20,-22.632128,-46.258705500000005,1.82,Baixo,Mata Atlântica,Ago,2.0,1.0,1.0,1.0,1.0,5.0,4.0,0.0,4.0,0.0,1.0
SÃO GONÇALO DO PARÁ,20,-19.9906,-44.8389145,1.82,Baixo,Cerrado,Set,0.0,2.0,3.0,1.0,0.0,1.0,0.0,5.0,0.0,4.0,4.0
CONCEIÇÃO DA APARECIDA,19,-21.094760526315792,-46.176201052631576,1.73,Baixo,Mata Atlântica,Set,0.0,0.0,2.0,0.0,5.0,3.0,1.0,5.0,1.0,0.0,2.0
SÃO PEDRO DA UNIÃO,19,-21.127235263157893,-46.66496526315789,1.73,Baixo,Mata Atlântica,Jul,0.0,2.0,1.0,0.0,2.0,6.0,1.0,0.0,2.0,3.0,2.0
TAPARUBA,19,-19.742397894736843,-41.609875263157896,1.73,Baixo,Mata Atlântica,Out,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0
CASA GRANDE,19,-20.851462631578947,-43.92680684210527,1.73,Baixo,Mata Atlântica,Ago,3.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0,1.0,2.0
DORES DE CAMPOS,19,-21.11770894736842,-43.99672947368421,1.73,Baixo,Mata Atlântica,Ago,0.0,3.0,0.0,0.0,3.0,4.0,2.0,1.0,2.0,4.0,0.0
FARIA LEMOS,19,-20.784090000000003,-42.03826842105263,1.73,Baixo,Mata Atlântica,Set,0.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,10.0,0.0
IMBÉ DE MINAS,19,-19.64808894736842,-41.97269105263158,1.73,Baixo,Mata Atlântica,Set,2.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,3.0
BICAS,19,-21.72358105263158,-43.09492263157895,1.73,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,1.0,2.0,0.0,2.0,10.0,1.0,1.0,1.0
OURO FINO,19,-22.280964736842105,-46.39238421052632,1.73,Baixo,Mata Atlântica,Ago,0.0,1.0,0.0,2.0,2.0,0.0,8.0,0.0,4.0,0.0,2.0
OLIVEIRA FORTES,19,-21.334860000000003,-43.51780473684211,1.73,Baixo,Mata Atlântica,Ago,0.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,6.0,3.0
SANTA BÁRBARA DO MONTE VERDE,19,-21.99026789473684,-43.68644947368421,1.73,Baixo,Mata Atlântica,Set,2.0,0.0,1.0,1.0,2.0,5.0,0.0,4.0,0.0,4.0,0.0
ARANTINA,19,-21.89838315789473,-44.22933421052632,1.73,Baixo,Mata Atlântica,Ago,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,10.0,1.0
AMPARO DO SERRA,18,-20.536952222222222,-42.848687777777776,1.64,Baixo,Mata Atlântica,Set,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0
PRATÁPOLIS,18,-20.763585,-46.84708555555555,1.64,Baixo,Mata Atlântica,Set,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,6.0,2.0
TEIXEIRAS,18,-20.62842722222222,-42.841425,1.64,Baixo,Mata Atlântica,Set,0.0,0.0,6.0,0.0,2.0,3.0,1.0,0.0,2.0,4.0,0.0
ITABIRINHA,18,-18.53826388888889,-41.22375777777778,1.64,Baixo,Mata Atlântica,Set,3.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,4.0,2.0
DOURADOQUARA,18,-18.453019444444447,-47.559585,1.64,Baixo,Cerrado,Jul,1.0,5.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0
ALVARENGA,18,-19.42545555555556,-41.667247777777774,1.64,Baixo,Mata Atlântica,Nov,2.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,8.0,0.0,1.0
PASSA VINTE,18,-22.146448888888887,-44.25072277777778,1.64,Baixo,Mata Atlântica,Ago,1.0,0.0,4.0,0.0,1.0,0.0,2.0,6.0,0.0,3.0,1.0
SÃO GERALDO DO BAIXIO,18,-18.917472222222223,-41.36671333333334,1.64,Baixo,Mata Atlântica,Out,0.0,0.0,1.0,2.0,0.0,2.0,3.0,4.0,5.0,1.0,0.0
PIRACEMA,17,-20.51854176470588,-44.43481588235294,1.55,Baixo,Mata Atlântica,Set,1.0,0.0,4.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0
PATIS,17,-16.11406823529412,-44.06893529411765,1.55,Baixo,Cerrado,Set,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,4.0
CAMBUÍ,17,-22.58402117647059,-46.06258117647059,1.55,Baixo,Mata Atlântica,Jul,0.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0
MACHACALIS,17,-17.07384411764706,-40.74132470588236,1.55,Baixo,Mata Atlântica,Nov,7.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
IAPU,17,-19.37520470588235,-42.24807764705882,1.55,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,4.0,2.0
ITUETA,17,-19.395226470588234,-41.14636588235294,1.55,Baixo,Mata Atlântica,Set,2.0,1.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,2.0,1.0
ACAIACA,17,-20.39003705882353,-43.08598705882353,1.55,Baixo,Mata Atlântica,Out,0.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0
IBIRITÉ,16,-20.046264375,-44.060246875,1.45,Baixo,Mata Atlântica,Set,7.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0
EWBANK DA CÂMARA,16,-21.5773375,-43.564675,1.45,Baixo,Mata Atlântica,Ago,0.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,7.0,1.0
DORES DO TURVO,16,-21.043175,-43.198589375,1.45,Baixo,Mata Atlântica,Set,0.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,3.0
TOLEDO,16,-22.719929375,-46.37759125,1.45,Baixo,Mata Atlântica,Ago,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0
GUIDOVAL,16,-21.15837,-42.81109875,1.45,Baixo,Mata Atlântica,Set,0.0,1.0,8.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
SÃO THOMÉ DAS LETRAS,16,-21.74425875,-44.95685375,1.45,Baixo,Mata Atlântica,Set,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,4.0,3.0
VARGEM ALEGRE,16,-19.611781875,-42.32888125,1.45,Baixo,Mata Atlântica,Out,2.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,2.0
CANA VERDE,16,-21.0474175,-45.214691875,1.45,Baixo,Mata Atlântica,Ago,2.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,4.0,2.0
MARTINS SOARES,16,-20.260733125,-41.834136875,1.45,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,1.0,2.0
DIVINÉSIA,16,-20.988076875,-43.007859375,1.45,Baixo,Mata Atlântica,Set,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,5.0,2.0
ITAPEVA,16,-22.7245775,-46.2362025,1.45,Baixo,Mata Atlântica,Set,0.0,5.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0
IJACI,16,-21.187080625,-44.92409625,1.45,Baixo,Mata Atlântica,Set,0.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0
JESUÂNIA,15,-21.979324,-45.26122466666666,1.36,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,5.0,0.0
GUARANI,15,-21.33798133333333,-43.03027733333333,1.36,Baixo,Mata Atlântica,Set,0.0,3.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0
OURO VERDE DE MINAS,15,-18.02921733333333,-41.3034,1.36,Baixo,Mata Atlântica,Out,0.0,1.0,0.0,5.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0
SÃO SEBASTIÃO DO RIO VERDE,15,-22.189994666666667,-45.04151466666666,1.36,Baixo,Mata Atlântica,Jul,0.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0
ARACITABA,15,-21.33507733333333,-43.40126333333333,1.36,Baixo,Mata Atlântica,Set,1.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,1.0
BOM JESUS DA PENHA,15,-21.018850666666665,-46.52153933333333,1.36,Baixo,Mata Atlântica,Out,0.0,3.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0
ARAPONGA,15,-20.702302666666665,-42.52488866666667,1.36,Baixo,Mata Atlântica,Set,1.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0
PASSA QUATRO,15,-22.386626666666665,-44.961668,1.36,Baixo,Mata Atlântica,Ago,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,2.0
CAPUTIRA,15,-20.181712666666662,-42.243184,1.36,Baixo,Mata Atlântica,Set,0.0,3.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,1.0,1.0
JAPONVAR,15,-15.955522666666669,-44.28442333333333,1.36,Baixo,Cerrado,Set,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,4.0,0.0
LAMBARI,15,-21.969981333333333,-45.35352666666667,1.36,Baixo,Mata Atlântica,Set,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,2.0
PESCADOR,15,-18.326464666666663,-41.55034,1.36,Baixo,Mata Atlântica,Set,5.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0
DORESÓPOLIS,15,-20.282828666666667,-45.888482,1.36,Baixo,Cerrado,Ago,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0
MONTE BELO,15,-21.33670533333333,-46.34728333333333,1.36,Baixo,Mata Atlântica,Set,3.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0
CÓRREGO FUNDO,15,-20.439234,-45.53562,1.36,Baixo,Cerrado,Ago,0.0,1.0,2.0,0.0,5.0,0.0,4.0,1.0,1.0,0.0,1.0
CASCALHO RICO,15,-18.630344666666662,-47.870734,1.36,Baixo,Cerrado,Ago,1.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0
SANTA RITA DE MINAS,15,-19.871250666666665,-42.11643133333333,1.36,Baixo,Mata Atlântica,Ago,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,1.0
PIEDADE DOS GERAIS,14,-20.47255357142857,-44.24488714285714,1.27,Baixo,Mata Atlântica,Jul,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,2.0,3.0
ITANHANDU,14,-22.28198857142857,-44.94336071428571,1.27,Baixo,Mata Atlântica,Set,0.0,2.0,4.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0
POUSO ALTO,14,-22.167559285714283,-44.91026571428572,1.27,Baixo,Mata Atlântica,Set,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,7.0,0.0
GOIANÁ,14,-21.54709857142857,-43.19661642857143,1.27,Baixo,Mata Atlântica,Set,0.0,0.0,5.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0
FAMA,14,-21.478655,-45.81956214285714,1.27,Baixo,Mata Atlântica,Set,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,4.0,1.0
CAMPO AZUL,14,-16.478571428571428,-44.74814285714286,1.27,Baixo,Cerrado,Out,3.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
SÃO FRANCISCO DO GLÓRIA,14,-20.80370071428572,-42.28354642857143,1.27,Baixo,Mata Atlântica,Ago,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0
CAREAÇU,14,-22.04314071428572,-45.65876214285714,1.27,Baixo,Mata Atlântica,Ago,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,3.0,0.0
CACHOEIRA DA PRATA,14,-19.52711857142857,-44.47855142857143,1.27,Baixo,Cerrado,Set,0.0,0.0,3.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0
CACHOEIRA DOURADA,14,-18.590855,-49.49271928571428,1.27,Baixo,Mata Atlântica,Set,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0
FERNANDES TOURINHO,14,-19.10845285714285,-42.088297857142855,1.27,Baixo,Mata Atlântica,Out,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0
CABO VERDE,13,-21.499146923076925,-46.39462307692308,1.18,Baixo,Mata Atlântica,Set,0.0,0.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0
BARÃO DE MONTE ALTO,13,-21.25833384615385,-42.24587307692308,1.18,Baixo,Mata Atlântica,Ago,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
